County,Agency,Age,Race/Ethnicity,Gender2
Atlantic,Absecon City PD,20,White,Male
Atlantic,Absecon City PD,22,White,Male
Atlantic,Absecon City PD,26,Black or African American,Male
Atlantic,Absecon City PD,27,White,Male
Atlantic,Absecon City PD,29,White,Male
Atlantic,Absecon City PD,29,White,Male
Atlantic,Absecon City PD,30,White,Male
Atlantic,Absecon City PD,32,White,Male
Atlantic,Absecon City PD,34,White,Male
Atlantic,Absecon City PD,35,White,Male
Atlantic,Absecon City PD,35,White,Male
Atlantic,Absecon City PD,35,White,Male
Atlantic,Absecon City PD,36,White,Male
Atlantic,Absecon City PD,36,White,Male
Atlantic,Absecon City PD,36,White,Male
Atlantic,Absecon City PD,39,White,Male
Atlantic,Absecon City PD,39,White,Male
Atlantic,Absecon City PD,40,Asian,Female
Atlantic,Absecon City PD,40,White,Male
Atlantic,Absecon City PD,41,White,Male
Atlantic,Absecon City PD,41,White,Male
Atlantic,Absecon City PD,44,White,Male
Atlantic,Absecon City PD,46,White,Female
Atlantic,Absecon City PD,47,White,Male
Atlantic,Absecon City PD,48,White,Male
Atlantic,Absecon City PD,48,White,Male
Atlantic,Absecon City PD,49,White,Male
Atlantic,Absecon City PD,50,White,Male
Atlantic,Absecon City PD,57,White,Male
Atlantic,Atlantic City PD,20,White,Male
Atlantic,Atlantic City PD,21,Hispanic,Male
Atlantic,Atlantic City PD,21,White,Male
Atlantic,Atlantic City PD,22,White,Female
Atlantic,Atlantic City PD,22,Hispanic,Male
Atlantic,Atlantic City PD,22,Hispanic,Male
Atlantic,Atlantic City PD,23,White,Male
Atlantic,Atlantic City PD,23,Asian,Male
Atlantic,Atlantic City PD,24,Asian,Male
Atlantic,Atlantic City PD,24,White,Male
Atlantic,Atlantic City PD,24,Black or African American,Male
Atlantic,Atlantic City PD,24,Hispanic,Male
Atlantic,Atlantic City PD,24,White,Female
Atlantic,Atlantic City PD,24,White,Female
Atlantic,Atlantic City PD,25,White,Male
Atlantic,Atlantic City PD,25,Asian,Male
Atlantic,Atlantic City PD,25,Hispanic,Male
Atlantic,Atlantic City PD,25,Black or African American,Male
Atlantic,Atlantic City PD,26,White,Male
Atlantic,Atlantic City PD,26,Black or African American,Male
Atlantic,Atlantic City PD,26,Black or African American,Male
Atlantic,Atlantic City PD,26,White,Female
Atlantic,Atlantic City PD,26,White,Male
Atlantic,Atlantic City PD,26,White,Male
Atlantic,Atlantic City PD,26,Hispanic,Male
Atlantic,Atlantic City PD,26,Black or African American,Male
Atlantic,Atlantic City PD,26,Black or African American,Male
Atlantic,Atlantic City PD,26,Black or African American,Male
Atlantic,Atlantic City PD,27,Hispanic,Male
Atlantic,Atlantic City PD,27,White,Male
Atlantic,Atlantic City PD,27,White,Male
Atlantic,Atlantic City PD,27,White,Male
Atlantic,Atlantic City PD,27,White,Male
Atlantic,Atlantic City PD,28,White,Male
Atlantic,Atlantic City PD,28,Black or African American,Male
Atlantic,Atlantic City PD,28,Hispanic,Male
Atlantic,Atlantic City PD,28,Hispanic,Male
Atlantic,Atlantic City PD,28,Asian,Male
Atlantic,Atlantic City PD,28,Black or African American,Female
Atlantic,Atlantic City PD,28,White,Male
Atlantic,Atlantic City PD,28,Black or African American,Male
Atlantic,Atlantic City PD,29,Black or African American,Male
Atlantic,Atlantic City PD,29,White,Male
Atlantic,Atlantic City PD,29,White,Male
Atlantic,Atlantic City PD,29,White,Male
Atlantic,Atlantic City PD,29,Hispanic,Male
Atlantic,Atlantic City PD,29,Hispanic,Male
Atlantic,Atlantic City PD,29,Black or African American,Male
Atlantic,Atlantic City PD,29,White,Male
Atlantic,Atlantic City PD,29,Hispanic,Male
Atlantic,Atlantic City PD,29,Black or African American,Female
Atlantic,Atlantic City PD,29,Black or African American,Male
Atlantic,Atlantic City PD,29,Black or African American,Male
Atlantic,Atlantic City PD,29,Black or African American,Male
Atlantic,Atlantic City PD,29,Black or African American,Female
Atlantic,Atlantic City PD,30,White,Male
Atlantic,Atlantic City PD,30,White,Male
Atlantic,Atlantic City PD,30,White,Male
Atlantic,Atlantic City PD,30,White,Male
Atlantic,Atlantic City PD,30,White,Male
Atlantic,Atlantic City PD,30,Hispanic,Male
Atlantic,Atlantic City PD,30,Hispanic,Male
Atlantic,Atlantic City PD,30,Hispanic,Female
Atlantic,Atlantic City PD,31,White,Male
Atlantic,Atlantic City PD,31,Asian,Male
Atlantic,Atlantic City PD,31,White,Male
Atlantic,Atlantic City PD,31,White,Male
Atlantic,Atlantic City PD,31,White,Male
Atlantic,Atlantic City PD,31,White,Male
Atlantic,Atlantic City PD,31,Hispanic,Male
Atlantic,Atlantic City PD,31,White,Male
Atlantic,Atlantic City PD,31,Asian,Male
Atlantic,Atlantic City PD,32,Hispanic,Male
Atlantic,Atlantic City PD,32,Black or African American,Male
Atlantic,Atlantic City PD,32,White,Male
Atlantic,Atlantic City PD,32,White,Male
Atlantic,Atlantic City PD,33,White,Female
Atlantic,Atlantic City PD,33,Black or African American,Male
Atlantic,Atlantic City PD,33,Black or African American,Male
Atlantic,Atlantic City PD,33,White,Male
Atlantic,Atlantic City PD,33,Black or African American,Female
Atlantic,Atlantic City PD,33,Black or African American,Male
Atlantic,Atlantic City PD,33,Hispanic,Male
Atlantic,Atlantic City PD,33,Asian,Male
Atlantic,Atlantic City PD,34,White,Male
Atlantic,Atlantic City PD,34,Black or African American,Male
Atlantic,Atlantic City PD,34,Asian,Male
Atlantic,Atlantic City PD,34,White,Male
Atlantic,Atlantic City PD,34,Black or African American,Male
Atlantic,Atlantic City PD,34,White,Male
Atlantic,Atlantic City PD,34,Black or African American,Male
Atlantic,Atlantic City PD,35,White,Male
Atlantic,Atlantic City PD,35,Black or African American,Male
Atlantic,Atlantic City PD,35,White,Male
Atlantic,Atlantic City PD,35,White,Male
Atlantic,Atlantic City PD,35,White,Male
Atlantic,Atlantic City PD,35,White,Male
Atlantic,Atlantic City PD,35,White,Male
Atlantic,Atlantic City PD,35,White,Male
Atlantic,Atlantic City PD,35,White,Male
Atlantic,Atlantic City PD,35,Black or African American,Male
Atlantic,Atlantic City PD,35,Black or African American,Male
Atlantic,Atlantic City PD,36,White,Male
Atlantic,Atlantic City PD,36,White,Male
Atlantic,Atlantic City PD,36,Black or African American,Female
Atlantic,Atlantic City PD,36,White,Male
Atlantic,Atlantic City PD,36,White,Male
Atlantic,Atlantic City PD,36,Black or African American,Male
Atlantic,Atlantic City PD,36,White,Male
Atlantic,Atlantic City PD,36,White,Male
Atlantic,Atlantic City PD,36,White,Female
Atlantic,Atlantic City PD,37,Hispanic,Male
Atlantic,Atlantic City PD,37,White,Male
Atlantic,Atlantic City PD,37,White,Male
Atlantic,Atlantic City PD,37,Hispanic,Male
Atlantic,Atlantic City PD,37,White,Male
Atlantic,Atlantic City PD,37,Asian,Male
Atlantic,Atlantic City PD,37,Black or African American,Male
Atlantic,Atlantic City PD,38,White,Male
Atlantic,Atlantic City PD,38,White,Male
Atlantic,Atlantic City PD,38,Black or African American,Male
Atlantic,Atlantic City PD,38,Black or African American,Male
Atlantic,Atlantic City PD,38,White,Male
Atlantic,Atlantic City PD,38,White,Male
Atlantic,Atlantic City PD,38,White,Male
Atlantic,Atlantic City PD,38,White,Male
Atlantic,Atlantic City PD,39,White,Male
Atlantic,Atlantic City PD,39,Black or African American,Male
Atlantic,Atlantic City PD,39,Asian,Male
Atlantic,Atlantic City PD,39,White,Male
Atlantic,Atlantic City PD,39,Hispanic,Male
Atlantic,Atlantic City PD,39,Hispanic,Male
Atlantic,Atlantic City PD,39,White,Male
Atlantic,Atlantic City PD,39,Asian,Male
Atlantic,Atlantic City PD,39,White,Male
Atlantic,Atlantic City PD,39,Black or African American,Male
Atlantic,Atlantic City PD,40,Black or African American,Male
Atlantic,Atlantic City PD,40,Hispanic,Male
Atlantic,Atlantic City PD,40,White,Male
Atlantic,Atlantic City PD,40,White,Male
Atlantic,Atlantic City PD,40,White,Female
Atlantic,Atlantic City PD,40,Black or African American,Male
Atlantic,Atlantic City PD,40,White,Male
Atlantic,Atlantic City PD,40,White,Male
Atlantic,Atlantic City PD,40,White,Male
Atlantic,Atlantic City PD,40,White,Male
Atlantic,Atlantic City PD,41,White,Male
Atlantic,Atlantic City PD,41,White,Male
Atlantic,Atlantic City PD,41,Asian,Female
Atlantic,Atlantic City PD,41,White,Male
Atlantic,Atlantic City PD,41,White,Male
Atlantic,Atlantic City PD,42,White,Male
Atlantic,Atlantic City PD,42,White,Female
Atlantic,Atlantic City PD,42,White,Female
Atlantic,Atlantic City PD,42,White,Male
Atlantic,Atlantic City PD,42,White,Male
Atlantic,Atlantic City PD,42,White,Male
Atlantic,Atlantic City PD,42,White,Male
Atlantic,Atlantic City PD,42,Hispanic,Male
Atlantic,Atlantic City PD,42,White,Female
Atlantic,Atlantic City PD,42,White,Male
Atlantic,Atlantic City PD,42,White,Male
Atlantic,Atlantic City PD,42,Black or African American,Male
Atlantic,Atlantic City PD,42,White,Male
Atlantic,Atlantic City PD,42,Hispanic,Male
Atlantic,Atlantic City PD,42,Hispanic,Male
Atlantic,Atlantic City PD,43,White,Male
Atlantic,Atlantic City PD,43,White,Male
Atlantic,Atlantic City PD,43,White,Male
Atlantic,Atlantic City PD,43,Hispanic,Male
Atlantic,Atlantic City PD,43,White,Male
Atlantic,Atlantic City PD,43,Black or African American,Female
Atlantic,Atlantic City PD,43,White,Male
Atlantic,Atlantic City PD,44,White,Male
Atlantic,Atlantic City PD,44,White,Male
Atlantic,Atlantic City PD,44,Black or African American,Male
Atlantic,Atlantic City PD,44,Hispanic,Male
Atlantic,Atlantic City PD,44,Hispanic,Male
Atlantic,Atlantic City PD,45,White,Female
Atlantic,Atlantic City PD,45,Hispanic,Male
Atlantic,Atlantic City PD,45,Asian,Male
Atlantic,Atlantic City PD,45,White,Female
Atlantic,Atlantic City PD,45,White,Male
Atlantic,Atlantic City PD,45,Black or African American,Female
Atlantic,Atlantic City PD,45,Black or African American,Female
Atlantic,Atlantic City PD,45,Black or African American,Male
Atlantic,Atlantic City PD,45,White,Male
Atlantic,Atlantic City PD,45,Black or African American,Male
Atlantic,Atlantic City PD,45,Black or African American,Male
Atlantic,Atlantic City PD,45,White,Male
Atlantic,Atlantic City PD,46,White,Male
Atlantic,Atlantic City PD,46,White,Male
Atlantic,Atlantic City PD,46,White,Female
Atlantic,Atlantic City PD,46,Black or African American,Male
Atlantic,Atlantic City PD,46,Hispanic,Female
Atlantic,Atlantic City PD,46,White,Male
Atlantic,Atlantic City PD,46,White,Male
Atlantic,Atlantic City PD,46,Black or African American,Male
Atlantic,Atlantic City PD,46,Asian,Male
Atlantic,Atlantic City PD,46,White,Female
Atlantic,Atlantic City PD,46,Asian,Male
Atlantic,Atlantic City PD,46,Hispanic,Male
Atlantic,Atlantic City PD,46,White,Male
Atlantic,Atlantic City PD,47,Hispanic,Female
Atlantic,Atlantic City PD,47,White,Male
Atlantic,Atlantic City PD,47,White,Male
Atlantic,Atlantic City PD,47,White,Male
Atlantic,Atlantic City PD,47,White,Male
Atlantic,Atlantic City PD,47,White,Female
Atlantic,Atlantic City PD,47,Black or African American,Male
Atlantic,Atlantic City PD,47,White,Male
Atlantic,Atlantic City PD,47,Black or African American,Male
Atlantic,Atlantic City PD,48,White,Female
Atlantic,Atlantic City PD,48,White,Male
Atlantic,Atlantic City PD,48,White,Male
Atlantic,Atlantic City PD,48,White,Male
Atlantic,Atlantic City PD,48,White,Male
Atlantic,Atlantic City PD,48,White,Female
Atlantic,Atlantic City PD,49,White,Male
Atlantic,Atlantic City PD,49,White,Female
Atlantic,Atlantic City PD,49,White,Male
Atlantic,Atlantic City PD,49,White,Male
Atlantic,Atlantic City PD,49,White,Male
Atlantic,Atlantic City PD,49,Hispanic,Male
Atlantic,Atlantic City PD,49,Asian,Male
Atlantic,Atlantic City PD,49,White,Male
Atlantic,Atlantic City PD,49,Black or African American,Male
Atlantic,Atlantic City PD,50,White,Male
Atlantic,Atlantic City PD,50,White,Male
Atlantic,Atlantic City PD,50,White,Male
Atlantic,Atlantic City PD,50,White,Male
Atlantic,Atlantic City PD,50,White,Male
Atlantic,Atlantic City PD,50,White,Male
Atlantic,Atlantic City PD,50,White,Male
Atlantic,Atlantic City PD,50,White,Male
Atlantic,Atlantic City PD,51,Black or African American,Male
Atlantic,Atlantic City PD,51,White,Male
Atlantic,Atlantic City PD,51,White,Female
Atlantic,Atlantic City PD,51,White,Male
Atlantic,Atlantic City PD,51,White,Female
Atlantic,Atlantic City PD,51,White,Male
Atlantic,Atlantic City PD,52,Hispanic,Male
Atlantic,Atlantic City PD,52,White,Male
Atlantic,Atlantic City PD,53,White,Male
Atlantic,Atlantic City PD,53,White,Male
Atlantic,Atlantic City PD,53,Black or African American,Male
Atlantic,Atlantic City PD,53,Black or African American,Female
Atlantic,Atlantic City PD,54,Black or African American,Male
Atlantic,Atlantic City PD,54,White,Male
Atlantic,Atlantic City PD,54,White,Male
Atlantic,Atlantic City PD,54,Black or African American,Male
Atlantic,Atlantic City PD,54,Black or African American,Male
Atlantic,Atlantic City PD,55,White,Male
Atlantic,Atlantic City PD,55,White,Female
Atlantic,Atlantic City PD,56,White,Male
Atlantic,Atlantic City PD,57,White,Male
Atlantic,Atlantic City PD,57,White,Male
Atlantic,Atlantic Co Sheriffs Office,20,White,Male
Atlantic,Atlantic Co Sheriffs Office,25,White,Female
Atlantic,Atlantic Co Sheriffs Office,26,Hispanic,Male
Atlantic,Atlantic Co Sheriffs Office,26,White,Male
Atlantic,Atlantic Co Sheriffs Office,26,Hispanic,Female
Atlantic,Atlantic Co Sheriffs Office,27,White,Male
Atlantic,Atlantic Co Sheriffs Office,28,Hispanic,Male
Atlantic,Atlantic Co Sheriffs Office,29,Hispanic,Male
Atlantic,Atlantic Co Sheriffs Office,29,Hispanic,Male
Atlantic,Atlantic Co Sheriffs Office,29,Black or African American,Male
Atlantic,Atlantic Co Sheriffs Office,29,Hispanic,Female
Atlantic,Atlantic Co Sheriffs Office,30,White,Female
Atlantic,Atlantic Co Sheriffs Office,30,Hispanic,Male
Atlantic,Atlantic Co Sheriffs Office,31,Black or African American,Male
Atlantic,Atlantic Co Sheriffs Office,31,White,Male
Atlantic,Atlantic Co Sheriffs Office,31,White,Male
Atlantic,Atlantic Co Sheriffs Office,32,White,Female
Atlantic,Atlantic Co Sheriffs Office,32,White,Male
Atlantic,Atlantic Co Sheriffs Office,32,Black or African American,Male
Atlantic,Atlantic Co Sheriffs Office,32,White,Male
Atlantic,Atlantic Co Sheriffs Office,32,Black or African American,Male
Atlantic,Atlantic Co Sheriffs Office,33,White,Male
Atlantic,Atlantic Co Sheriffs Office,33,White,Male
Atlantic,Atlantic Co Sheriffs Office,33,White,Male
Atlantic,Atlantic Co Sheriffs Office,33,White,Female
Atlantic,Atlantic Co Sheriffs Office,33,White,Male
Atlantic,Atlantic Co Sheriffs Office,34,White,Male
Atlantic,Atlantic Co Sheriffs Office,34,Hispanic,Female
Atlantic,Atlantic Co Sheriffs Office,34,White,Male
Atlantic,Atlantic Co Sheriffs Office,35,White,Male
Atlantic,Atlantic Co Sheriffs Office,35,White,Male
Atlantic,Atlantic Co Sheriffs Office,35,White,Male
Atlantic,Atlantic Co Sheriffs Office,35,White,Female
Atlantic,Atlantic Co Sheriffs Office,35,White,Male
Atlantic,Atlantic Co Sheriffs Office,35,Hispanic,Male
Atlantic,Atlantic Co Sheriffs Office,35,White,Male
Atlantic,Atlantic Co Sheriffs Office,36,White,Male
Atlantic,Atlantic Co Sheriffs Office,36,White,Male
Atlantic,Atlantic Co Sheriffs Office,36,White,Male
Atlantic,Atlantic Co Sheriffs Office,36,White,Male
Atlantic,Atlantic Co Sheriffs Office,36,White,Male
Atlantic,Atlantic Co Sheriffs Office,36,Black or African American,Male
Atlantic,Atlantic Co Sheriffs Office,36,Asian,Male
Atlantic,Atlantic Co Sheriffs Office,37,White,Male
Atlantic,Atlantic Co Sheriffs Office,37,White,Male
Atlantic,Atlantic Co Sheriffs Office,37,White,Male
Atlantic,Atlantic Co Sheriffs Office,37,White,Male
Atlantic,Atlantic Co Sheriffs Office,37,White,Female
Atlantic,Atlantic Co Sheriffs Office,38,White,Male
Atlantic,Atlantic Co Sheriffs Office,38,White,Male
Atlantic,Atlantic Co Sheriffs Office,39,White,Male
Atlantic,Atlantic Co Sheriffs Office,39,White,Male
Atlantic,Atlantic Co Sheriffs Office,39,Asian,Male
Atlantic,Atlantic Co Sheriffs Office,40,Black or African American,Male
Atlantic,Atlantic Co Sheriffs Office,40,Hispanic,Male
Atlantic,Atlantic Co Sheriffs Office,40,White,Female
Atlantic,Atlantic Co Sheriffs Office,40,Hispanic,Male
Atlantic,Atlantic Co Sheriffs Office,40,Hispanic,Male
Atlantic,Atlantic Co Sheriffs Office,40,Hispanic,Male
Atlantic,Atlantic Co Sheriffs Office,40,White,Female
Atlantic,Atlantic Co Sheriffs Office,40,White,Male
Atlantic,Atlantic Co Sheriffs Office,40,White,Female
Atlantic,Atlantic Co Sheriffs Office,41,Hispanic,Male
Atlantic,Atlantic Co Sheriffs Office,41,White,Male
Atlantic,Atlantic Co Sheriffs Office,41,White,Male
Atlantic,Atlantic Co Sheriffs Office,42,White,Female
Atlantic,Atlantic Co Sheriffs Office,43,White,Male
Atlantic,Atlantic Co Sheriffs Office,43,White,Male
Atlantic,Atlantic Co Sheriffs Office,43,White,Male
Atlantic,Atlantic Co Sheriffs Office,44,White,Male
Atlantic,Atlantic Co Sheriffs Office,44,White,Male
Atlantic,Atlantic Co Sheriffs Office,44,White,Male
Atlantic,Atlantic Co Sheriffs Office,45,White,Male
Atlantic,Atlantic Co Sheriffs Office,45,White,Female
Atlantic,Atlantic Co Sheriffs Office,46,White,Male
Atlantic,Atlantic Co Sheriffs Office,46,White,Male
Atlantic,Atlantic Co Sheriffs Office,46,White,Male
Atlantic,Atlantic Co Sheriffs Office,46,White,Male
Atlantic,Atlantic Co Sheriffs Office,46,White,Male
Atlantic,Atlantic Co Sheriffs Office,47,White,Male
Atlantic,Atlantic Co Sheriffs Office,47,White,Male
Atlantic,Atlantic Co Sheriffs Office,47,Hispanic,Female
Atlantic,Atlantic Co Sheriffs Office,49,Asian,Male
Atlantic,Atlantic Co Sheriffs Office,50,White,Male
Atlantic,Atlantic Co Sheriffs Office,51,White,Male
Atlantic,Atlantic Co Sheriffs Office,51,White,Male
Atlantic,Atlantic Co Sheriffs Office,51,White,Male
Atlantic,Atlantic Co Sheriffs Office,53,White,Male
Atlantic,Atlantic Co Sheriffs Office,53,White,Male
Atlantic,Atlantic Co Sheriffs Office,54,White,Male
Atlantic,Atlantic Co Sheriffs Office,55,White,Male
Atlantic,Atlantic Co Sheriffs Office,56,White,Male
Atlantic,Atlantic Co Sheriffs Office,61,White,Male
Atlantic,Atlantic County Prosecutors Office,26,Black or African American,Male
Atlantic,Atlantic County Prosecutors Office,26,White,Male
Atlantic,Atlantic County Prosecutors Office,27,Black or African American,Male
Atlantic,Atlantic County Prosecutors Office,27,Hispanic,Female
Atlantic,Atlantic County Prosecutors Office,29,White,Female
Atlantic,Atlantic County Prosecutors Office,30,Black or African American,Female
Atlantic,Atlantic County Prosecutors Office,30,White,Female
Atlantic,Atlantic County Prosecutors Office,31,White,Female
Atlantic,Atlantic County Prosecutors Office,31,Black or African American,Male
Atlantic,Atlantic County Prosecutors Office,31,White,Female
Atlantic,Atlantic County Prosecutors Office,33,White,Male
Atlantic,Atlantic County Prosecutors Office,34,White,Female
Atlantic,Atlantic County Prosecutors Office,34,Hispanic,Male
Atlantic,Atlantic County Prosecutors Office,34,White,Male
Atlantic,Atlantic County Prosecutors Office,34,White,Female
Atlantic,Atlantic County Prosecutors Office,34,White,Male
Atlantic,Atlantic County Prosecutors Office,35,White,Male
Atlantic,Atlantic County Prosecutors Office,35,White,Male
Atlantic,Atlantic County Prosecutors Office,35,White,Male
Atlantic,Atlantic County Prosecutors Office,36,White,Female
Atlantic,Atlantic County Prosecutors Office,36,Hispanic,Male
Atlantic,Atlantic County Prosecutors Office,36,White,Male
Atlantic,Atlantic County Prosecutors Office,36,White,Male
Atlantic,Atlantic County Prosecutors Office,36,Hispanic,Female
Atlantic,Atlantic County Prosecutors Office,37,White,Female
Atlantic,Atlantic County Prosecutors Office,37,White,Male
Atlantic,Atlantic County Prosecutors Office,37,White,Female
Atlantic,Atlantic County Prosecutors Office,38,Hispanic,Female
Atlantic,Atlantic County Prosecutors Office,38,White,Male
Atlantic,Atlantic County Prosecutors Office,38,Black or African American,Male
Atlantic,Atlantic County Prosecutors Office,39,White,Female
Atlantic,Atlantic County Prosecutors Office,39,White,Male
Atlantic,Atlantic County Prosecutors Office,39,White,Male
Atlantic,Atlantic County Prosecutors Office,39,White,Male
Atlantic,Atlantic County Prosecutors Office,39,White,Female
Atlantic,Atlantic County Prosecutors Office,39,White,Male
Atlantic,Atlantic County Prosecutors Office,40,White,Male
Atlantic,Atlantic County Prosecutors Office,40,Black or African American,Female
Atlantic,Atlantic County Prosecutors Office,41,White,Male
Atlantic,Atlantic County Prosecutors Office,42,White,Male
Atlantic,Atlantic County Prosecutors Office,42,White,Male
Atlantic,Atlantic County Prosecutors Office,42,White,Male
Atlantic,Atlantic County Prosecutors Office,42,White,Male
Atlantic,Atlantic County Prosecutors Office,43,White,Male
Atlantic,Atlantic County Prosecutors Office,43,White,Male
Atlantic,Atlantic County Prosecutors Office,43,White,Male
Atlantic,Atlantic County Prosecutors Office,43,White,Male
Atlantic,Atlantic County Prosecutors Office,43,White,Male
Atlantic,Atlantic County Prosecutors Office,43,White,Female
Atlantic,Atlantic County Prosecutors Office,43,White,Female
Atlantic,Atlantic County Prosecutors Office,44,White,Male
Atlantic,Atlantic County Prosecutors Office,44,White,Female
Atlantic,Atlantic County Prosecutors Office,44,White,Female
Atlantic,Atlantic County Prosecutors Office,44,White,Male
Atlantic,Atlantic County Prosecutors Office,44,Asian,Male
Atlantic,Atlantic County Prosecutors Office,45,White,Male
Atlantic,Atlantic County Prosecutors Office,45,White,Male
Atlantic,Atlantic County Prosecutors Office,45,Black or African American,Male
Atlantic,Atlantic County Prosecutors Office,45,White,Male
Atlantic,Atlantic County Prosecutors Office,47,American Indian or Alaska Native,Male
Atlantic,Atlantic County Prosecutors Office,47,White,Male
Atlantic,Atlantic County Prosecutors Office,48,Asian,Male
Atlantic,Atlantic County Prosecutors Office,49,White,Male
Atlantic,Atlantic County Prosecutors Office,49,White,Male
Atlantic,Atlantic County Prosecutors Office,49,White,Male
Atlantic,Atlantic County Prosecutors Office,49,White,Female
Atlantic,Atlantic County Prosecutors Office,50,White,Male
Atlantic,Atlantic County Prosecutors Office,52,White,Male
Atlantic,Atlantic County Prosecutors Office,54,White,Male
Atlantic,Atlantic County Prosecutors Office,55,Black or African American,Male
Atlantic,Atlantic County Prosecutors Office,58,White,Male
Atlantic,Atlantic County Prosecutors Office,60,White,Male
Atlantic,Atlantic County Prosecutors Office,63,Black or African American,Male
Atlantic,Brigantine PD,22,White,Male
Atlantic,Brigantine PD,22,White,Male
Atlantic,Brigantine PD,25,White,Male
Atlantic,Brigantine PD,25,White,Male
Atlantic,Brigantine PD,26,White,Male
Atlantic,Brigantine PD,26,White,Male
Atlantic,Brigantine PD,26,White,Male
Atlantic,Brigantine PD,26,White,Male
Atlantic,Brigantine PD,28,White,Female
Atlantic,Brigantine PD,28,Other,Male
Atlantic,Brigantine PD,29,White,Male
Atlantic,Brigantine PD,30,White,Male
Atlantic,Brigantine PD,30,White,Male
Atlantic,Brigantine PD,30,White,Male
Atlantic,Brigantine PD,30,White,Male
Atlantic,Brigantine PD,35,White,Male
Atlantic,Brigantine PD,35,White,Female
Atlantic,Brigantine PD,35,White,Male
Atlantic,Brigantine PD,35,White,Male
Atlantic,Brigantine PD,37,White,Male
Atlantic,Brigantine PD,39,White,Male
Atlantic,Brigantine PD,39,White,Male
Atlantic,Brigantine PD,42,White,Male
Atlantic,Brigantine PD,42,White,Male
Atlantic,Brigantine PD,43,White,Male
Atlantic,Brigantine PD,43,White,Male
Atlantic,Brigantine PD,44,White,Male
Atlantic,Brigantine PD,44,White,Male
Atlantic,Brigantine PD,46,Native Hawaiian or other Pacific Islander,Male
Atlantic,Brigantine PD,47,White,Male
Atlantic,Brigantine PD,47,White,Male
Atlantic,Brigantine PD,47,White,Male
Atlantic,Brigantine PD,48,White,Male
Atlantic,Brigantine PD,49,White,Male
Atlantic,Brigantine PD,51,White,Male
Atlantic,Egg Harbor City PD,23,White,Male
Atlantic,Egg Harbor City PD,23,white,Male
Atlantic,Egg Harbor City PD,23,White,Male
Atlantic,Egg Harbor City PD,24,White,Male
Atlantic,Egg Harbor City PD,24,White,Male
Atlantic,Egg Harbor City PD,29,White,Male
Atlantic,Egg Harbor City PD,30,White,Male
Atlantic,Egg Harbor City PD,31,White,Male
Atlantic,Egg Harbor City PD,32,White,Male
Atlantic,Egg Harbor City PD,32,Hispanic,Male
Atlantic,Egg Harbor City PD,34,White,Male
Atlantic,Egg Harbor City PD,35,White,Male
Atlantic,Egg Harbor City PD,39,White,Male
Atlantic,Egg Harbor City PD,39,White,Male
Atlantic,Egg Harbor City PD,41,White,Female
Atlantic,Egg Harbor City PD,44,White,Male
Atlantic,Egg Harbor City PD,46,Two or more races,Female
Atlantic,Egg Harbor Twp PD,23,White,Male
Atlantic,Egg Harbor Twp PD,24,White,Male
Atlantic,Egg Harbor Twp PD,25,White,Male
Atlantic,Egg Harbor Twp PD,25,White,Male
Atlantic,Egg Harbor Twp PD,26,White,Male
Atlantic,Egg Harbor Twp PD,26,White,Male
Atlantic,Egg Harbor Twp PD,26,Hispanic,Female
Atlantic,Egg Harbor Twp PD,26,Hispanic,Male
Atlantic,Egg Harbor Twp PD,26,White,Male
Atlantic,Egg Harbor Twp PD,26,White,Male
Atlantic,Egg Harbor Twp PD,27,Asian,Male
Atlantic,Egg Harbor Twp PD,27,White,Male
Atlantic,Egg Harbor Twp PD,27,White,Male
Atlantic,Egg Harbor Twp PD,27,Hispanic,Male
Atlantic,Egg Harbor Twp PD,28,Hispanic,Female
Atlantic,Egg Harbor Twp PD,29,Asian,Male
Atlantic,Egg Harbor Twp PD,30,White,Male
Atlantic,Egg Harbor Twp PD,30,White,Male
Atlantic,Egg Harbor Twp PD,31,White,Male
Atlantic,Egg Harbor Twp PD,31,White,Male
Atlantic,Egg Harbor Twp PD,31,White,Male
Atlantic,Egg Harbor Twp PD,31,White,Male
Atlantic,Egg Harbor Twp PD,31,White,Male
Atlantic,Egg Harbor Twp PD,31,Hispanic,Female
Atlantic,Egg Harbor Twp PD,31,White,Male
Atlantic,Egg Harbor Twp PD,32,White,Male
Atlantic,Egg Harbor Twp PD,32,White,Female
Atlantic,Egg Harbor Twp PD,32,White,Male
Atlantic,Egg Harbor Twp PD,33,White,Male
Atlantic,Egg Harbor Twp PD,33,White,Male
Atlantic,Egg Harbor Twp PD,33,White,Male
Atlantic,Egg Harbor Twp PD,33,White,Male
Atlantic,Egg Harbor Twp PD,33,Hispanic,Male
Atlantic,Egg Harbor Twp PD,34,White,Male
Atlantic,Egg Harbor Twp PD,34,White,Male
Atlantic,Egg Harbor Twp PD,34,White,Male
Atlantic,Egg Harbor Twp PD,35,White,Male
Atlantic,Egg Harbor Twp PD,35,Black or African American,Male
Atlantic,Egg Harbor Twp PD,36,White,Male
Atlantic,Egg Harbor Twp PD,37,White,Male
Atlantic,Egg Harbor Twp PD,38,Black or African American,Male
Atlantic,Egg Harbor Twp PD,39,White,Male
Atlantic,Egg Harbor Twp PD,39,White,Male
Atlantic,Egg Harbor Twp PD,39,Hispanic,Male
Atlantic,Egg Harbor Twp PD,39,Black or African American,Male
Atlantic,Egg Harbor Twp PD,40,White,Male
